"ParentID";"StudentID";"ParentEducationLevel"
74008;"S34008";"Doctorate"
74009;"S34009";"High School"
74010;"S34010";"Associate"
74011;"S34011";"Associate"
74012;"S34012";"Bachelor"
74013;"S34013";"High School"
74014;"S34014";"Master"
74015;"S34015";"Doctorate"
74016;"S34016";"Doctorate"
74017;"S34017";"High School"
74018;"S34018";"Master"
74019;"S34019";"Master"
74020;"S34020";"High School"
74021;"S34021";"Bachelor"
74022;"S34022";"High School"
74023;"S34023";"Master"
74024;"S34024";"Associate"
74025;"S34025";"High School"
74026;"S34026";"Doctorate"
74027;"S34027";"Bachelor"
74028;"S34028";"Doctorate"
74029;"S34029";"High School"
74030;"S34030";"Doctorate"
74031;"S34031";"Master"
74032;"S34032";"High School"
74033;"S34033";"Bachelor"
74034;"S34034";"Bachelor"
74035;"S34035";"Doctorate"
74036;"S34036";"High School"
74037;"S34037";"Associate"
74038;"S34038";"Doctorate"
74039;"S34039";"Doctorate"
74040;"S34040";"Master"
74041;"S34041";"High School"
74042;"S34042";"Associate"
74043;"S34043";"Bachelor"
74044;"S34044";"High School"
74045;"S34045";"Bachelor"
74046;"S34046";"Associate"
74047;"S34047";"Bachelor"
74048;"S34048";"High School"
74049;"S34049";"High School"
74050;"S34050";"Master"
74051;"S34051";"Associate"
74052;"S34052";"Associate"
74053;"S34053";"Bachelor"
74054;"S34054";"Bachelor"
74055;"S34055";"Associate"
74056;"S34056";"Associate"
74057;"S34057";"Master"
74058;"S34058";"Associate"
74059;"S34059";"High School"
74060;"S34060";"Bachelor"
74061;"S34061";"Master"
74062;"S34062";"Bachelor"
74063;"S34063";"Bachelor"
74064;"S34064";"Doctorate"
74065;"S34065";"Master"
74066;"S34066";"Master"
74067;"S34067";"High School"
74068;"S34068";"High School"
74069;"S34069";"Doctorate"
74070;"S34070";"Doctorate"
74071;"S34071";"High School"
74072;"S34072";"High School"
74073;"S34073";"Associate"
74074;"S34074";"Doctorate"
74075;"S34075";"Associate"
74076;"S34076";"Associate"
74077;"S34077";"Associate"
74078;"S34078";"High School"
74079;"S34079";"Bachelor"
74080;"S34080";"High School"
74081;"S34081";"High School"
74082;"S34082";"Bachelor"
74083;"S34083";"Associate"
74084;"S34084";"High School"
74085;"S34085";"Associate"
74086;"S34086";"High School"
74087;"S34087";"Associate"
74088;"S34088";"Master"
74089;"S34089";"Master"
74090;"S34090";"Bachelor"
74091;"S34091";"Associate"
74092;"S34092";"Bachelor"
74093;"S34093";"Bachelor"
74094;"S34094";"Bachelor"
74095;"S34095";"Bachelor"
74096;"S34096";"Bachelor"
74097;"S34097";"Doctorate"
74098;"S34098";"Associate"
74099;"S34099";"Master"
74100;"S34100";"Doctorate"
74101;"S34101";"Associate"
74102;"S34102";"High School"
74103;"S34103";"Bachelor"
74104;"S34104";"High School"
74105;"S34105";"Doctorate"
74106;"S34106";"High School"
74107;"S34107";"Doctorate"
74108;"S34108";"Master"
74109;"S34109";"Master"
74110;"S34110";"High School"
74111;"S34111";"Associate"
74112;"S34112";"High School"
74113;"S34113";"Master"
74114;"S34114";"High School"
74115;"S34115";"Master"
74116;"S34116";"Doctorate"
74117;"S34117";"Bachelor"
74118;"S34118";"Master"
74119;"S34119";"Master"
74120;"S34120";"Master"
74121;"S34121";"Doctorate"
74122;"S34122";"Doctorate"
74123;"S34123";"Master"
74124;"S34124";"Bachelor"
74125;"S34125";"Bachelor"
74126;"S34126";"High School"
74127;"S34127";"High School"
74128;"S34128";"High School"
74129;"S34129";"High School"
74130;"S34130";"Bachelor"
74131;"S34131";"Associate"
74132;"S34132";"Bachelor"
74133;"S34133";"Bachelor"
74134;"S34134";"Bachelor"
74135;"S34135";"Doctorate"
74136;"S34136";"Doctorate"
74137;"S34137";"Master"
74138;"S34138";"High School"
74139;"S34139";"Doctorate"
74140;"S34140";"Master"
74141;"S34141";"Master"
74142;"S34142";"Doctorate"
74143;"S34143";"Master"
74144;"S34144";"High School"
74145;"S34145";"Master"
74146;"S34146";"Doctorate"
74147;"S34147";"Master"
74148;"S34148";"Doctorate"
74149;"S34149";"Associate"
74150;"S34150";"High School"
74151;"S34151";"Bachelor"
74152;"S34152";"High School"
74153;"S34153";"Associate"
74154;"S34154";"Bachelor"
74155;"S34155";"Associate"
74156;"S34156";"High School"
74157;"S34157";"Master"
74158;"S34158";"High School"
74159;"S34159";"High School"
74160;"S34160";"Doctorate"
74161;"S34161";"Master"
74162;"S34162";"High School"
74163;"S34163";"Master"
74164;"S34164";"Doctorate"
74165;"S34165";"Bachelor"
74166;"S34166";"Bachelor"
74167;"S34167";"High School"
74168;"S34168";"Associate"
74169;"S34169";"Master"
74170;"S34170";"Bachelor"
74171;"S34171";"Associate"
74172;"S34172";"Master"
74173;"S34173";"Associate"
74174;"S34174";"Associate"
74175;"S34175";"High School"
74176;"S34176";"Associate"
74177;"S34177";"Doctorate"
74178;"S34178";"Associate"
74179;"S34179";"Bachelor"
74180;"S34180";"Associate"
74181;"S34181";"Master"
74182;"S34182";"Associate"
74183;"S34183";"Doctorate"
74184;"S34184";"Associate"
74185;"S34185";"High School"
74186;"S34186";"Doctorate"
74187;"S34187";"Master"
74188;"S34188";"Master"
74189;"S34189";"Master"
74190;"S34190";"Associate"
74191;"S34191";"Associate"
74192;"S34192";"Master"
74193;"S34193";"Doctorate"
74194;"S34194";"Associate"
74195;"S34195";"Bachelor"
74196;"S34196";"Associate"
74197;"S34197";"Associate"
74198;"S34198";"Bachelor"
74199;"S34199";"High School"
74200;"S34200";"High School"
74201;"S34201";"Doctorate"
74202;"S34202";"Associate"
74203;"S34203";"Bachelor"
74204;"S34204";"Master"
74205;"S34205";"Bachelor"
74206;"S34206";"Master"
74207;"S34207";"Master"
74208;"S34208";"Master"
74209;"S34209";"Doctorate"
74210;"S34210";"High School"
74211;"S34211";"High School"
74212;"S34212";"Doctorate"
74213;"S34213";"Bachelor"
74214;"S34214";"High School"
74215;"S34215";"High School"
74216;"S34216";"High School"
74217;"S34217";"Bachelor"
74218;"S34218";"Doctorate"
74219;"S34219";"Associate"
74220;"S34220";"Doctorate"
74221;"S34221";"Bachelor"
74222;"S34222";"Bachelor"
74223;"S34223";"High School"
74224;"S34224";"Doctorate"
74225;"S34225";"Associate"
74226;"S34226";"Doctorate"
74227;"S34227";"Bachelor"
74228;"S34228";"Associate"
74229;"S34229";"Bachelor"
74230;"S34230";"High School"
74231;"S34231";"Associate"
74232;"S34232";"Bachelor"
74233;"S34233";"Master"
74234;"S34234";"Associate"
74235;"S34235";"Doctorate"
74236;"S34236";"Associate"
74237;"S34237";"High School"
74238;"S34238";"Doctorate"
74239;"S34239";"Master"
74240;"S34240";"Doctorate"
74241;"S34241";"Doctorate"
74242;"S34242";"Bachelor"
74243;"S34243";"Associate"
74244;"S34244";"Master"
74245;"S34245";"Bachelor"
74246;"S34246";"Associate"
74247;"S34247";"Associate"
74248;"S34248";"High School"
74249;"S34249";"Master"
74250;"S34250";"Associate"
74251;"S34251";"Bachelor"
74252;"S34252";"High School"
74253;"S34253";"Associate"
74254;"S34254";"Bachelor"
74255;"S34255";"Bachelor"
74256;"S34256";"Bachelor"
74257;"S34257";"Associate"
74258;"S34258";"Master"
74259;"S34259";"Bachelor"
74260;"S34260";"Master"
74261;"S34261";"Doctorate"
74262;"S34262";"Master"
74263;"S34263";"Bachelor"
74264;"S34264";"Associate"
74265;"S34265";"High School"
74266;"S34266";"Bachelor"
74267;"S34267";"Associate"
74268;"S34268";"Bachelor"
74269;"S34269";"Bachelor"
74270;"S34270";"Master"
74271;"S34271";"Bachelor"
74272;"S34272";"High School"
74273;"S34273";"Bachelor"
74274;"S34274";"Doctorate"
74275;"S34275";"High School"
74276;"S34276";"Bachelor"
74277;"S34277";"Doctorate"
74278;"S34278";"Master"
74279;"S34279";"Bachelor"
74280;"S34280";"Associate"
74281;"S34281";"Associate"
74282;"S34282";"Bachelor"
74283;"S34283";"High School"
74284;"S34284";"Doctorate"
74285;"S34285";"High School"
74286;"S34286";"High School"
74287;"S34287";"High School"
74288;"S34288";"Bachelor"
74289;"S34289";"Associate"
74290;"S34290";"Bachelor"
74291;"S34291";"Associate"
74292;"S34292";"Bachelor"
74293;"S34293";"High School"
74294;"S34294";"Doctorate"
74295;"S34295";"Bachelor"
74296;"S34296";"High School"
74297;"S34297";"Bachelor"
74298;"S34298";"High School"
74299;"S34299";"High School"
74300;"S34300";"High School"
74301;"S34301";"Bachelor"
74302;"S34302";"Master"
74303;"S34303";"Bachelor"
74304;"S34304";"Master"
74305;"S34305";"Doctorate"
74306;"S34306";"Doctorate"
74307;"S34307";"Bachelor"
74308;"S34308";"High School"
74309;"S34309";"High School"
74310;"S34310";"High School"
74311;"S34311";"Doctorate"
74312;"S34312";"Master"
74313;"S34313";"High School"
74314;"S34314";"High School"
74315;"S34315";"Doctorate"
74316;"S34316";"High School"
74317;"S34317";"Master"
74318;"S34318";"Bachelor"
74319;"S34319";"Doctorate"
74320;"S34320";"Doctorate"
74321;"S34321";"Associate"
74322;"S34322";"Doctorate"
74323;"S34323";"Doctorate"
74324;"S34324";"Associate"
74325;"S34325";"Doctorate"
74326;"S34326";"Bachelor"
74327;"S34327";"Associate"
74328;"S34328";"Bachelor"
74329;"S34329";"Bachelor"
74330;"S34330";"Doctorate"
74331;"S34331";"Doctorate"
74332;"S34332";"Doctorate"
74333;"S34333";"Master"
74334;"S34334";"Bachelor"
74335;"S34335";"Associate"
74336;"S34336";"Doctorate"
74337;"S34337";"Bachelor"
74338;"S34338";"Bachelor"
74339;"S34339";"Bachelor"
74340;"S34340";"Associate"
74341;"S34341";"Doctorate"
74342;"S34342";"Doctorate"
74343;"S34343";"Master"
74344;"S34344";"Associate"
74345;"S34345";"Doctorate"
74346;"S34346";"Doctorate"
74347;"S34347";"Associate"
74348;"S34348";"High School"
74349;"S34349";"High School"
74350;"S34350";"Master"
74351;"S34351";"Associate"
74352;"S34352";"Master"
74353;"S34353";"Associate"
74354;"S34354";"Bachelor"
74355;"S34355";"Doctorate"
74356;"S34356";"Associate"
74357;"S34357";"High School"
74358;"S34358";"Bachelor"
74359;"S34359";"Master"
74360;"S34360";"Bachelor"
74361;"S34361";"Bachelor"
74362;"S34362";"Master"
74363;"S34363";"Doctorate"
74364;"S34364";"Bachelor"
74365;"S34365";"Bachelor"
74366;"S34366";"Master"
74367;"S34367";"Associate"
74368;"S34368";"Doctorate"
74369;"S34369";"High School"
74370;"S34370";"Master"
74371;"S34371";"Associate"
74372;"S34372";"Doctorate"
74373;"S34373";"Doctorate"
74374;"S34374";"High School"
74375;"S34375";"High School"
74376;"S34376";"Doctorate"
74377;"S34377";"Bachelor"
74378;"S34378";"High School"
74379;"S34379";"Doctorate"
74380;"S34380";"High School"
74381;"S34381";"Bachelor"
74382;"S34382";"Associate"
74383;"S34383";"Associate"
74384;"S34384";"High School"
74385;"S34385";"Bachelor"
74386;"S34386";"Doctorate"
74387;"S34387";"Master"
74388;"S34388";"High School"
74389;"S34389";"Doctorate"
74390;"S34390";"Doctorate"
74391;"S34391";"Doctorate"
74392;"S34392";"Doctorate"
74393;"S34393";"Bachelor"
74394;"S34394";"Master"
74395;"S34395";"Associate"
74396;"S34396";"Doctorate"
74397;"S34397";"Doctorate"
74398;"S34398";"Associate"
74399;"S34399";"Master"
74400;"S34400";"Bachelor"
74401;"S34401";"Doctorate"
74402;"S34402";"Associate"
74403;"S34403";"Master"
74404;"S34404";"High School"
74405;"S34405";"Associate"
74406;"S34406";"Master"
74407;"S34407";"Master"
74408;"S34408";"High School"
74409;"S34409";"High School"
74410;"S34410";"Bachelor"
74411;"S34411";"Associate"
74412;"S34412";"High School"
74413;"S34413";"Master"
74414;"S34414";"Master"
74415;"S34415";"Master"
74416;"S34416";"Master"
74417;"S34417";"Doctorate"
74418;"S34418";"Bachelor"
74419;"S34419";"Bachelor"
74420;"S34420";"Master"
74421;"S34421";"Bachelor"
74422;"S34422";"Doctorate"
74423;"S34423";"Master"
74424;"S34424";"High School"
74425;"S34425";"Bachelor"
74426;"S34426";"Doctorate"
74427;"S34427";"Associate"
74428;"S34428";"Associate"
74429;"S34429";"Associate"
74430;"S34430";"Master"
74431;"S34431";"High School"
74432;"S34432";"High School"
74433;"S34433";"Bachelor"
74434;"S34434";"Bachelor"
74435;"S34435";"High School"
74436;"S34436";"Associate"
74437;"S34437";"Master"
74438;"S34438";"Bachelor"
74439;"S34439";"Doctorate"
74440;"S34440";"Associate"
74441;"S34441";"High School"
74442;"S34442";"Associate"
74443;"S34443";"Associate"
74444;"S34444";"Bachelor"
74445;"S34445";"High School"
74446;"S34446";"Bachelor"
74447;"S34447";"High School"
74448;"S34448";"Bachelor"
74449;"S34449";"Master"
74450;"S34450";"Master"
74451;"S34451";"Master"
74452;"S34452";"Master"
74453;"S34453";"Associate"
74454;"S34454";"Master"
74455;"S34455";"Bachelor"
74456;"S34456";"High School"
74457;"S34457";"Associate"
74458;"S34458";"High School"
74459;"S34459";"High School"
74460;"S34460";"Associate"
74461;"S34461";"Master"
74462;"S34462";"Doctorate"
74463;"S34463";"High School"
74464;"S34464";"Master"
74465;"S34465";"Master"
74466;"S34466";"Doctorate"
74467;"S34467";"Master"
74468;"S34468";"Associate"
74469;"S34469";"High School"
74470;"S34470";"Bachelor"
74471;"S34471";"Associate"
74472;"S34472";"Bachelor"
74473;"S34473";"Master"
74474;"S34474";"Doctorate"
74475;"S34475";"Master"
74476;"S34476";"Associate"
74477;"S34477";"Master"
74478;"S34478";"Bachelor"
74479;"S34479";"High School"
74480;"S34480";"High School"
74481;"S34481";"High School"
74482;"S34482";"Associate"
74483;"S34483";"Doctorate"
74484;"S34484";"Associate"
74485;"S34485";"Master"
74486;"S34486";"Master"
74487;"S34487";"Master"
74488;"S34488";"Master"
74489;"S34489";"High School"
74490;"S34490";"Associate"
74491;"S34491";"Master"
74492;"S34492";"Master"
74493;"S34493";"Bachelor"
74494;"S34494";"Bachelor"
74495;"S34495";"Associate"
74496;"S34496";"Doctorate"
74497;"S34497";"High School"
74498;"S34498";"Master"
74499;"S34499";"Doctorate"
74500;"S34500";"Doctorate"
74501;"S34501";"Bachelor"
74502;"S34502";"High School"
74503;"S34503";"Doctorate"
74504;"S34504";"High School"
74505;"S34505";"Bachelor"
74506;"S34506";"Master"
74507;"S34507";"Bachelor"
74508;"S34508";"Master"
74509;"S34509";"Doctorate"
74510;"S34510";"Doctorate"
74511;"S34511";"Master"
74512;"S34512";"Associate"
74513;"S34513";"Master"
74514;"S34514";"High School"
74515;"S34515";"Doctorate"
74516;"S34516";"Doctorate"
74517;"S34517";"Master"
74518;"S34518";"Associate"
74519;"S34519";"Master"
74520;"S34520";"Doctorate"
74521;"S34521";"Bachelor"
74522;"S34522";"Master"
74523;"S34523";"Associate"
74524;"S34524";"High School"
74525;"S34525";"High School"
74526;"S34526";"Doctorate"
74527;"S34527";"Doctorate"
74528;"S34528";"Doctorate"
74529;"S34529";"High School"
74530;"S34530";"High School"
74531;"S34531";"Bachelor"
74532;"S34532";"Associate"
74533;"S34533";"Bachelor"
74534;"S34534";"Bachelor"
74535;"S34535";"Associate"
74536;"S34536";"Associate"
74537;"S34537";"Bachelor"
74538;"S34538";"Bachelor"
74539;"S34539";"Associate"
74540;"S34540";"Doctorate"
74541;"S34541";"Master"
74542;"S34542";"Bachelor"
74543;"S34543";"Master"
74544;"S34544";"Master"
74545;"S34545";"Associate"
74546;"S34546";"High School"
74547;"S34547";"Bachelor"
74548;"S34548";"Bachelor"
74549;"S34549";"Bachelor"
74550;"S34550";"Master"
74551;"S34551";"High School"
74552;"S34552";"High School"
74553;"S34553";"High School"
74554;"S34554";"Doctorate"
74555;"S34555";"Doctorate"
74556;"S34556";"Doctorate"
74557;"S34557";"High School"
74558;"S34558";"High School"
74559;"S34559";"High School"
74560;"S34560";"Doctorate"
74561;"S34561";"Associate"
74562;"S34562";"Master"
74563;"S34563";"Bachelor"
74564;"S34564";"Doctorate"
74565;"S34565";"Bachelor"
74566;"S34566";"High School"
74567;"S34567";"High School"
74568;"S34568";"High School"
74569;"S34569";"Master"
74570;"S34570";"Master"
74571;"S34571";"Bachelor"
74572;"S34572";"Associate"
74573;"S34573";"Doctorate"
74574;"S34574";"Associate"
74575;"S34575";"Doctorate"
74576;"S34576";"High School"
74577;"S34577";"Bachelor"
74578;"S34578";"Associate"
74579;"S34579";"Bachelor"
74580;"S34580";"Bachelor"
74581;"S34581";"Master"
74582;"S34582";"Associate"
74583;"S34583";"Bachelor"
74584;"S34584";"Bachelor"
74585;"S34585";"Master"
74586;"S34586";"Associate"
74587;"S34587";"High School"
74588;"S34588";"Associate"
74589;"S34589";"Doctorate"
74590;"S34590";"Bachelor"
74591;"S34591";"Associate"
74592;"S34592";"Associate"
74593;"S34593";"Doctorate"
74594;"S34594";"High School"
74595;"S34595";"Master"
74596;"S34596";"Bachelor"
74597;"S34597";"High School"
74598;"S34598";"Master"
74599;"S34599";"Bachelor"
74600;"S34600";"Master"
74601;"S34601";"High School"
74602;"S34602";"Bachelor"
74603;"S34603";"High School"
74604;"S34604";"Doctorate"
74605;"S34605";"Doctorate"
74606;"S34606";"Associate"
74607;"S34607";"Bachelor"
74608;"S34608";"Associate"
74609;"S34609";"Associate"
74610;"S34610";"Doctorate"
74611;"S34611";"High School"
74612;"S34612";"Bachelor"
74613;"S34613";"Doctorate"
74614;"S34614";"Associate"
74615;"S34615";"Master"
74616;"S34616";"Doctorate"
74617;"S34617";"Associate"
74618;"S34618";"Master"
74619;"S34619";"Doctorate"
74620;"S34620";"Bachelor"
74621;"S34621";"High School"
74622;"S34622";"Bachelor"
74623;"S34623";"Master"
74624;"S34624";"Master"
74625;"S34625";"High School"
74626;"S34626";"Bachelor"
74627;"S34627";"High School"
74628;"S34628";"High School"
74629;"S34629";"High School"
74630;"S34630";"Bachelor"
74631;"S34631";"Associate"
74632;"S34632";"Doctorate"
74633;"S34633";"Bachelor"
74634;"S34634";"High School"
74635;"S34635";"High School"
74636;"S34636";"Bachelor"
74637;"S34637";"Master"
74638;"S34638";"Associate"
74639;"S34639";"High School"
74640;"S34640";"High School"
74641;"S34641";"Bachelor"
74642;"S34642";"Doctorate"
74643;"S34643";"Master"
74644;"S34644";"Master"
74645;"S34645";"Master"
74646;"S34646";"Doctorate"
74647;"S34647";"High School"
74648;"S34648";"Doctorate"
74649;"S34649";"Associate"
74650;"S34650";"Doctorate"
74651;"S34651";"Master"
74652;"S34652";"Associate"
74653;"S34653";"High School"
74654;"S34654";"Master"
74655;"S34655";"Doctorate"
74656;"S34656";"High School"
74657;"S34657";"High School"
74658;"S34658";"Master"
74659;"S34659";"High School"
74660;"S34660";"High School"
74661;"S34661";"Master"
74662;"S34662";"Bachelor"
74663;"S34663";"Master"
74664;"S34664";"Bachelor"
74665;"S34665";"Associate"
74666;"S34666";"Bachelor"
74667;"S34667";"Bachelor"
74668;"S34668";"Master"
74669;"S34669";"Doctorate"
74670;"S34670";"Doctorate"
74671;"S34671";"Doctorate"
74672;"S34672";"Master"
74673;"S34673";"Doctorate"
74674;"S34674";"Doctorate"
74675;"S34675";"Master"
74676;"S34676";"Bachelor"
74677;"S34677";"Master"
74678;"S34678";"Master"
74679;"S34679";"Associate"
74680;"S34680";"Bachelor"
74681;"S34681";"Master"
74682;"S34682";"Master"
74683;"S34683";"Associate"
74684;"S34684";"Bachelor"
74685;"S34685";"Associate"
74686;"S34686";"Bachelor"
74687;"S34687";"Associate"
74688;"S34688";"Doctorate"
74689;"S34689";"Doctorate"
74690;"S34690";"Master"
74691;"S34691";"Associate"
74692;"S34692";"Doctorate"
74693;"S34693";"Doctorate"
74694;"S34694";"Master"
74695;"S34695";"High School"
74696;"S34696";"Bachelor"
74697;"S34697";"Master"
74698;"S34698";"High School"
74699;"S34699";"Bachelor"
74700;"S34700";"Associate"
74701;"S34701";"Associate"
74702;"S34702";"High School"
74703;"S34703";"Doctorate"
74704;"S34704";"Doctorate"
74705;"S34705";"Doctorate"
74706;"S34706";"Doctorate"
74707;"S34707";"Master"
74708;"S34708";"Master"
74709;"S34709";"Doctorate"
74710;"S34710";"Master"
74711;"S34711";"Bachelor"
74712;"S34712";"High School"
74713;"S34713";"High School"
74714;"S34714";"Doctorate"
74715;"S34715";"Master"
74716;"S34716";"Associate"
74717;"S34717";"High School"
74718;"S34718";"Doctorate"
74719;"S34719";"High School"
74720;"S34720";"Doctorate"
74721;"S34721";"Master"
74722;"S34722";"Associate"
74723;"S34723";"Master"
74724;"S34724";"High School"
74725;"S34725";"Doctorate"
74726;"S34726";"Bachelor"
74727;"S34727";"High School"
74728;"S34728";"High School"
74729;"S34729";"Bachelor"
74730;"S34730";"Doctorate"
74731;"S34731";"High School"
74732;"S34732";"Master"
74733;"S34733";"High School"
74734;"S34734";"Master"
74735;"S34735";"Bachelor"
74736;"S34736";"High School"
74737;"S34737";"Doctorate"
74738;"S34738";"Bachelor"
74739;"S34739";"Bachelor"
74740;"S34740";"Bachelor"
74741;"S34741";"Bachelor"
74742;"S34742";"Master"
74743;"S34743";"Associate"
74744;"S34744";"High School"
74745;"S34745";"Bachelor"
74746;"S34746";"Bachelor"
74747;"S34747";"Doctorate"
74748;"S34748";"Doctorate"
74749;"S34749";"Bachelor"
74750;"S34750";"Doctorate"
74751;"S34751";"High School"
74752;"S34752";"Bachelor"
74753;"S34753";"Bachelor"
74754;"S34754";"Doctorate"
74755;"S34755";"Master"
74756;"S34756";"Bachelor"
74757;"S34757";"Master"
74758;"S34758";"Bachelor"
74759;"S34759";"Doctorate"
74760;"S34760";"High School"
74761;"S34761";"Doctorate"
74762;"S34762";"Master"
74763;"S34763";"Master"
74764;"S34764";"Doctorate"
74765;"S34765";"Bachelor"
74766;"S34766";"Doctorate"
74767;"S34767";"Master"
74768;"S34768";"Master"
74769;"S34769";"Doctorate"
74770;"S34770";"Bachelor"
74771;"S34771";"Doctorate"
74772;"S34772";"Bachelor"
74773;"S34773";"Associate"
74774;"S34774";"Bachelor"
74775;"S34775";"Master"
74776;"S34776";"Master"
74777;"S34777";"Master"
74778;"S34778";"Master"
74779;"S34779";"Associate"
74780;"S34780";"Bachelor"
74781;"S34781";"Bachelor"
74782;"S34782";"Bachelor"
74783;"S34783";"High School"
74784;"S34784";"Bachelor"
74785;"S34785";"Master"
74786;"S34786";"High School"
74787;"S34787";"Bachelor"
74788;"S34788";"High School"
74789;"S34789";"Doctorate"
74790;"S34790";"Bachelor"
74791;"S34791";"Master"
74792;"S34792";"Master"
74793;"S34793";"Associate"
74794;"S34794";"Associate"
74795;"S34795";"Doctorate"
74796;"S34796";"Associate"
74797;"S34797";"Doctorate"
74798;"S34798";"Doctorate"
74799;"S34799";"Doctorate"
74800;"S34800";"High School"
74801;"S34801";"Master"
74802;"S34802";"Master"
74803;"S34803";"Associate"
74804;"S34804";"Bachelor"
74805;"S34805";"Bachelor"
74806;"S34806";"Bachelor"
74807;"S34807";"Doctorate"
74808;"S34808";"Associate"
74809;"S34809";"Associate"
74810;"S34810";"Associate"
74811;"S34811";"Doctorate"
74812;"S34812";"High School"
74813;"S34813";"Master"
74814;"S34814";"Associate"
74815;"S34815";"Associate"
74816;"S34816";"Bachelor"
74817;"S34817";"Doctorate"
74818;"S34818";"Doctorate"
74819;"S34819";"High School"
74820;"S34820";"Bachelor"
74821;"S34821";"Master"
74822;"S34822";"Doctorate"
74823;"S34823";"Doctorate"
74824;"S34824";"Bachelor"
74825;"S34825";"High School"
74826;"S34826";"Master"
74827;"S34827";"High School"
74828;"S34828";"Master"
74829;"S34829";"Associate"
74830;"S34830";"High School"
74831;"S34831";"High School"
74832;"S34832";"Associate"
74833;"S34833";"High School"
74834;"S34834";"High School"
74835;"S34835";"Associate"
74836;"S34836";"Bachelor"
74837;"S34837";"High School"
74838;"S34838";"Bachelor"
74839;"S34839";"Master"
74840;"S34840";"Bachelor"
74841;"S34841";"Bachelor"
74842;"S34842";"Doctorate"
74843;"S34843";"Doctorate"
74844;"S34844";"High School"
74845;"S34845";"Doctorate"
74846;"S34846";"High School"
74847;"S34847";"Bachelor"
74848;"S34848";"Master"
74849;"S34849";"Bachelor"
74850;"S34850";"High School"
74851;"S34851";"Master"
74852;"S34852";"Doctorate"
74853;"S34853";"Associate"
74854;"S34854";"Master"
74855;"S34855";"Doctorate"
74856;"S34856";"High School"
74857;"S34857";"Doctorate"
74858;"S34858";"High School"
74859;"S34859";"Associate"
74860;"S34860";"Master"
74861;"S34861";"High School"
74862;"S34862";"Master"
74863;"S34863";"High School"
74864;"S34864";"High School"
74865;"S34865";"Bachelor"
74866;"S34866";"High School"
74867;"S34867";"Associate"
74868;"S34868";"High School"
74869;"S34869";"Bachelor"
74870;"S34870";"Bachelor"
74871;"S34871";"Bachelor"
74872;"S34872";"Bachelor"
74873;"S34873";"Doctorate"
74874;"S34874";"Bachelor"
74875;"S34875";"Associate"
74876;"S34876";"Master"
74877;"S34877";"High School"
74878;"S34878";"High School"
74879;"S34879";"Master"
74880;"S34880";"Associate"
74881;"S34881";"Bachelor"
74882;"S34882";"Doctorate"
74883;"S34883";"Master"
74884;"S34884";"High School"
74885;"S34885";"High School"
74886;"S34886";"High School"
74887;"S34887";"Doctorate"
74888;"S34888";"High School"
74889;"S34889";"Doctorate"
74890;"S34890";"Bachelor"
74891;"S34891";"Doctorate"
74892;"S34892";"Doctorate"
74893;"S34893";"Bachelor"
74894;"S34894";"Associate"
74895;"S34895";"Bachelor"
74896;"S34896";"High School"
74897;"S34897";"Doctorate"
74898;"S34898";"Bachelor"
74899;"S34899";"Associate"
74900;"S34900";"Associate"
74901;"S34901";"Bachelor"
74902;"S34902";"Bachelor"
74903;"S34903";"Associate"
74904;"S34904";"Associate"
74905;"S34905";"Associate"
74906;"S34906";"Master"
74907;"S34907";"Master"
74908;"S34908";"Associate"
74909;"S34909";"High School"
74910;"S34910";"Master"
74911;"S34911";"Bachelor"
74912;"S34912";"Doctorate"
74913;"S34913";"Bachelor"
74914;"S34914";"Bachelor"
74915;"S34915";"Bachelor"
74916;"S34916";"Doctorate"
74917;"S34917";"Associate"
74918;"S34918";"Master"
74919;"S34919";"Bachelor"
74920;"S34920";"High School"
74921;"S34921";"Master"
74922;"S34922";"Associate"
74923;"S34923";"Master"
74924;"S34924";"High School"
74925;"S34925";"High School"
74926;"S34926";"Bachelor"
74927;"S34927";"Doctorate"
74928;"S34928";"High School"
74929;"S34929";"Master"
74930;"S34930";"Master"
74931;"S34931";"Doctorate"
74932;"S34932";"Doctorate"
74933;"S34933";"Bachelor"
74934;"S34934";"Associate"
74935;"S34935";"Doctorate"
74936;"S34936";"High School"
74937;"S34937";"Doctorate"
74938;"S34938";"Doctorate"
74939;"S34939";"Bachelor"
74940;"S34940";"Master"
74941;"S34941";"Doctorate"
74942;"S34942";"Doctorate"
74943;"S34943";"Master"
74944;"S34944";"Doctorate"
74945;"S34945";"High School"
74946;"S34946";"Doctorate"
74947;"S34947";"Doctorate"
74948;"S34948";"Bachelor"
74949;"S34949";"Bachelor"
74950;"S34950";"Associate"
74951;"S34951";"Bachelor"
74952;"S34952";"Master"
74953;"S34953";"Doctorate"
74954;"S34954";"High School"
74955;"S34955";"Doctorate"
74956;"S34956";"Doctorate"
74957;"S34957";"High School"
74958;"S34958";"Bachelor"
74959;"S34959";"Bachelor"
74960;"S34960";"Master"
74961;"S34961";"High School"
74962;"S34962";"High School"
74963;"S34963";"High School"
74964;"S34964";"Associate"
74965;"S34965";"Doctorate"
74966;"S34966";"Associate"
74967;"S34967";"Doctorate"
74968;"S34968";"Doctorate"
74969;"S34969";"Bachelor"
74970;"S34970";"High School"
74971;"S34971";"Bachelor"
74972;"S34972";"High School"
74973;"S34973";"Bachelor"
74974;"S34974";"High School"
