Student ID,Study Hours per Week,Attendance Rate,Previous Grades,Parent Education Level,Gender,Engagement Level,Grade Level,Age,Country,Performance Score,Engagement Category,Attendance Group,At Risk
S27897,7.6,91.6,51.7,Associate,Male,1.0,Grade 12,17,France,54.85,Low,High,False
S27898,3.9,44.0,83.9,Doctorate,Male,2.0,Grade 11,16,Spain,55.93000000000001,Low,Low,False
S27899,11.8,26.4,67.1,Doctorate,Male,2.0,Grade 11,16,England,43.83,Low,Low,True
S27900,7.6,88.1,62.0,High School,Male,1.0,Grade 12,17,Spain,58.949999999999996,Low,High,False
S27901,13.9,75.3,53.9,Associate,Female,0.0,Grade 10,15,England,52.32,Low,High,False
S27902,10.0,88.1,65.2,Doctorate,Male,1.0,Grade 12,17,France,61.03,Low,High,False
S27903,13.3,69.4,55.7,Bachelor,Female,0.0,Grade 12,17,France,51.33,Low,Moderate,False
S27904,4.9,85.4,85.1,Doctorate,Male,4.0,Grade 12,17,Germany,69.15,Moderate,High,False
S27905,10.7,72.3,67.3,Bachelor,Male,3.0,Grade 11,16,Germany,57.48,Moderate,Moderate,False
S27906,6.5,60.6,49.6,Doctorate,Male,2.0,Grade 10,15,France,44.28,Low,Moderate,True
S27907,3.9,67.1,54.3,Bachelor,Male,1.0,Grade 11,16,England,48.06,Low,Moderate,True
S27908,5.7,71.6,90.2,Associate,Female,3.0,Grade 12,17,Portugal,67.72,Moderate,Moderate,False
S27909,7.3,87.2,61.9,Doctorate,Male,4.0,Grade 10,15,France,58.57,Moderate,High,False
S27910,16.2,71.6,88.2,High School,Male,5.0,Grade 12,17,England,68.82,High,Moderate,False
S27911,7.1,53.6,68.3,Bachelor,Male,1.0,Grade 12,17,France,51.65,Low,Moderate,False
S27912,3.6,108.3,71.6,Bachelor,Female,1.0,Grade 11,16,England,69.00999999999999,Low,High,False
S27913,10.7,81.2,56.9,Associate,Male,2.0,Grade 11,15,Portugal,54.95,Low,High,False
S27914,10.1,102.2,77.2,Bachelor,Female,2.0,Grade 11,16,England,71.28,Low,High,False
S27915,7.5,53.1,47.0,High School,Male,0.0,Grade 11,16,Germany,40.93,Low,Moderate,True
S27916,9.2,69.9,53.8,Associate,Female,0.0,Grade 12,16,Germany,49.71000000000001,Low,Moderate,True
S27917,14.9,78.8,70.3,Master,Male,3.0,Grade 11,16,England,61.769999999999996,Moderate,High,False
S27918,13.4,88.2,60.6,Master,Male,0.0,Grade 10,15,France,59.440000000000005,Low,High,False
S27919,12.9,37.3,65.5,Bachelor,Male,5.0,Grade 11,16,Germany,46.519999999999996,High,Low,True
S27920,4.1,37.8,73.0,Associate,Male,5.0,Grade 12,17,Germany,48.66,High,Low,True
S27921,22.799999999999997,61.8,64.4,High School,Male,0.0,Grade 11,16,Spain,55.300000000000004,Low,Moderate,False
S27922,15.3,85.9,66.3,Associate,Female,1.0,Grade 10,15,France,61.980000000000004,Low,High,False
S27923,12.6,75.3,92.7,Master,Female,1.0,Grade 10,15,Germany,71.46,Low,High,False
S27924,4.2,72.5,35.1,High School,Female,4.0,Grade 11,16,France,40.14,Moderate,Moderate,True
S27925,14.7,76.0,57.7,High School,Female,1.0,Grade 12,17,England,54.59,Low,High,False
S27926,7.5,58.4,62.2,Bachelor,Male,2.0,Grade 11,15,France,50.120000000000005,Low,Moderate,False
S27927,10.0,104.3,79.2,Master,Female,1.0,Grade 11,16,England,72.89,Low,High,False
S27928,1.6,59.1,76.4,Associate,Male,1.0,Grade 12,17,England,56.25000000000001,Low,Moderate,False
S27929,10.0,33.7,27.4,Bachelor,Male,0.0,Grade 11,15,Germany,25.810000000000002,Low,Low,True
S27930,12.2,55.4,81.8,Doctorate,Female,2.0,Grade 11,16,Spain,59.959999999999994,Low,Moderate,False
S27931,15.0,58.3,66.6,Associate,Female,3.0,Grade 11,16,France,53.78999999999999,Moderate,Moderate,False
S27932,13.4,78.5,75.9,High School,Female,3.0,Grade 11,15,Germany,64.18,Moderate,High,False
S27933,13.3,75.3,56.9,High School,Female,2.0,Grade 11,16,France,53.7,Low,High,False
S27934,9.7,86.7,74.2,Doctorate,Female,2.0,Grade 11,16,England,65.05,Low,High,False
S27935,8.0,112.6,71.1,Associate,Female,2.0,Grade 10,15,Spain,70.92999999999998,Low,High,False
S27936,11.4,75.6,63.3,Master,Male,1.0,Grade 11,16,England,56.61,Low,High,False
S27937,10.0,91.9,89.4,Associate,Male,2.0,Grade 10,15,Germany,74.27000000000001,Low,High,False
S27938,10.0,66.1,99.6,Bachelor,Male,2.0,Grade 12,17,Spain,71.63,Low,Moderate,False
S27939,16.1,80.8,64.3,High School,Female,1.0,Grade 10,15,Germany,59.61,Low,High,False
S27940,8.9,68.0,40.7,Associate,Female,4.0,Grade 12,17,England,42.53,Moderate,Moderate,True
S27941,5.1,72.0,72.9,Doctorate,Male,0.0,Grade 10,15,France,59.07,Low,Moderate,False
S27942,9.9,78.3,53.8,High School,Female,0.0,Grade 11,16,Germany,52.37,Low,High,False
S27943,10.5,94.7,70.0,Doctorate,Female,2.0,Grade 11,16,Portugal,65.50999999999999,Low,High,False
S27944,9.6,73.9,71.7,Associate,Male,1.0,Grade 12,17,Germany,59.940000000000005,Low,Moderate,False
S27945,16.4,73.9,67.5,Bachelor,Male,1.0,Grade 11,16,Spain,59.2,Low,Moderate,False
S27946,14.0,81.3,49.6,Associate,Female,3.0,Grade 12,17,England,51.989999999999995,Moderate,High,False
S27947,2.8,92.6,43.4,Bachelor,Male,4.0,Grade 12,17,France,50.04,Moderate,High,False
S27948,17.7,46.8,48.5,High School,Female,3.0,Grade 10,15,France,41.83,Moderate,Low,True
S27949,-2.8,79.9,63.5,Bachelor,Male,5.0,Grade 10,15,France,55.16,High,High,False
S27950,20.8,48.4,86.6,Associate,Male,3.0,Grade 11,16,Spain,61.97999999999999,Moderate,Low,False
S27951,8.6,101.2,60.5,Doctorate,Male,2.0,Grade 11,16,England,62.33,Low,High,False
S27952,9.1,81.8,81.6,Associate,Male,2.0,Grade 11,15,Spain,67.16,Low,High,False
S27953,9.7,99.5,36.0,Master,Female,1.0,Grade 11,16,France,49.78999999999999,Low,High,True
S27954,11.9,41.7,65.2,High School,Female,1.0,Grade 11,16,Spain,47.49,Low,Low,True
S27955,10.0,71.6,89.5,Associate,Male,0.0,Grade 12,17,Germany,68.22999999999999,Low,Moderate,False
S27956,9.3,92.4,51.7,Doctorate,Male,1.0,Grade 11,16,France,55.43000000000001,Low,High,False
S27957,16.5,75.3,62.4,Master,Male,2.0,Grade 12,17,Spain,57.089999999999996,Low,High,False
S27958,12.8,82.0,67.1,Doctorate,Female,2.0,Grade 10,15,England,60.709999999999994,Low,High,False
S27959,5.2,66.4,75.8,Doctorate,Male,1.0,Grade 11,16,Germany,58.86,Low,Moderate,False
S27960,13.7,69.6,48.1,Doctorate,Male,0.0,Grade 12,17,England,47.67,Low,Moderate,True
S27961,12.6,54.2,46.6,Doctorate,Female,3.0,Grade 12,17,England,42.080000000000005,Moderate,Moderate,True
S27962,7.3,104.3,75.3,Associate,Male,0.0,Grade 11,16,France,70.39999999999999,Low,High,False
S27963,14.0,88.0,72.9,High School,Female,4.0,Grade 11,16,England,65.65,Moderate,High,False
S27964,9.2,71.4,50.6,Master,Female,5.0,Grade 12,17,England,48.56,High,Moderate,True
S27965,8.9,85.9,74.4,Bachelor,Male,1.0,Grade 10,15,Germany,64.75,Low,High,False
S27966,8.8,72.8,63.0,Doctorate,Female,1.0,Grade 11,16,Germany,55.1,Low,Moderate,False
S27967,-2.1,69.0,51.5,Master,Male,0.0,Grade 12,17,France,46.03,Low,Moderate,True
S27968,7.4,59.9,52.6,Associate,Male,0.0,Grade 11,16,Portugal,45.74999999999999,Low,Moderate,True
S27969,13.6,60.2,60.5,Master,Male,1.0,Grade 12,17,Germany,51.03,Low,Moderate,False
S27970,9.9,82.6,102.94999999999999,Associate,Male,0.0,Grade 11,16,Germany,78.235,Low,High,False
S27971,3.6,96.0,68.2,Master,Male,2.0,Grade 11,16,England,63.62,Low,High,False
S27972,14.8,68.3,52.7,Bachelor,Male,2.0,Grade 10,15,Germany,49.800000000000004,Low,Moderate,True
S27973,10.0,59.1,53.1,Master,Female,2.0,Grade 11,16,Spain,46.28,Low,Moderate,True
S27974,3.9,94.0,74.4,Associate,Female,3.0,Grade 12,17,France,66.18,Moderate,High,False
S27975,21.0,76.6,63.9,Doctorate,Male,2.0,Grade 11,16,England,59.129999999999995,Low,High,False
S27976,4.7,30.4,64.4,Bachelor,Female,1.0,Grade 10,14,England,42.26,Low,Low,True
S27977,14.4,60.9,65.2,Associate,Male,1.0,Grade 12,18,Spain,53.75000000000001,Low,Moderate,False
S27978,6.2,84.4,47.0,High School,Female,1.0,Grade 10,15,Spain,50.06,Low,High,False
S27979,10.7,59.2,66.4,High School,Male,0.0,Grade 11,16,Germany,53.10000000000001,Low,Moderate,False
S27980,5.5,76.0,96.2,Bachelor,Female,5.0,Grade 11,16,England,72.0,High,High,False
S27981,3.8,50.1,63.3,Associate,Female,1.0,Grade 12,17,Portugal,47.44,Low,Moderate,True
S27982,12.6,66.8,63.6,Doctorate,Male,1.0,Grade 10,16,Spain,54.36000000000001,Low,Moderate,False
S27983,12.0,53.3,74.1,Bachelor,Male,4.0,Grade 11,16,Spain,55.43999999999999,Moderate,Moderate,False
S27984,15.7,50.4,64.9,Doctorate,Female,2.0,Grade 11,16,Germany,50.71,Low,Moderate,False
S27985,9.8,59.8,51.8,Bachelor,Male,1.0,Grade 10,15,Portugal,45.8,Low,Moderate,True
S27986,21.1,92.5,57.9,Bachelor,Female,1.0,Grade 11,16,England,60.92,Low,High,False
S27987,11.3,83.3,56.9,Associate,Male,0.0,Grade 12,17,England,55.699999999999996,Low,High,False
S27988,12.8,116.0,77.5,Bachelor,Male,3.0,Grade 12,17,England,76.11,Moderate,High,False
S27989,3.2,63.0,55.7,Bachelor,Female,2.0,Grade 12,17,England,47.39,Low,Moderate,True
S27990,6.9,95.4,47.6,Master,Male,4.0,Grade 12,17,England,53.800000000000004,Moderate,High,False
S27991,12.6,112.2,82.1,Associate,Female,1.0,Grade 12,17,Spain,77.22999999999999,Low,High,False
S27992,9.6,97.4,78.0,High School,Male,3.0,Grade 11,16,Germany,70.14,Moderate,High,False
S27993,10.9,97.7,69.5,Associate,Male,0.0,Grade 11,15,Germany,66.24000000000001,Low,High,False
S27994,10.0,77.4,54.6,High School,Male,0.0,Grade 10,14,Spain,52.52,Low,High,False
S27995,10.6,79.6,65.2,Bachelor,Male,0.0,Grade 12,17,Germany,58.6,Low,High,False
S27996,10.6,56.6,65.2,High School,Male,0.0,Grade 11,16,England,51.699999999999996,Low,Moderate,False
S27997,4.1,24.149999999999984,99.8,Doctorate,Female,1.0,Grade 12,17,Germany,57.964999999999996,Low,Low,False
S27998,13.2,79.1,67.2,High School,Female,4.0,Grade 10,15,Germany,59.97,Moderate,High,False
S27999,10.0,55.8,67.5,Associate,Male,3.0,Grade 12,17,Portugal,52.489999999999995,Moderate,Moderate,False
S28000,10.9,66.5,53.2,Bachelor,Male,0.0,Grade 12,17,France,48.73,Low,Moderate,True
S28001,18.8,58.5,30.5,Bachelor,Female,4.0,Grade 10,15,France,36.559999999999995,Moderate,Moderate,True
S28002,13.4,81.5,61.3,High School,Male,1.0,Grade 12,17,Germany,57.779999999999994,Low,High,False
S28003,13.4,71.0,33.9,Master,Male,1.0,Grade 11,17,England,40.93,Low,Moderate,True
S28004,5.5,100.1,76.8,Associate,Female,0.0,Grade 11,16,England,69.52999999999999,Low,High,False
S28005,18.8,60.5,70.2,Bachelor,Male,5.0,Grade 11,16,England,57.01,High,Moderate,False
S28006,16.9,78.6,65.2,Master,Male,0.0,Grade 11,16,Germany,59.56,Low,High,False
S28007,5.8,71.2,77.1,Bachelor,Female,2.0,Grade 10,15,Portugal,61.06999999999999,Low,Moderate,False
S28008,7.6,69.1,65.2,Master,Female,0.0,Grade 10,15,England,54.85,Low,Moderate,False
S28009,16.3,73.5,65.2,High School,Male,1.0,Grade 12,17,England,57.910000000000004,Low,Moderate,False
S28010,19.0,105.4,61.5,Bachelor,Female,2.0,Grade 12,17,France,66.17,Low,High,False
S28011,3.7,91.9,63.9,Bachelor,Male,5.0,Grade 12,16,Spain,60.26,High,High,False
S28012,5.0,65.9,91.8,Master,Male,3.0,Grade 12,18,Germany,66.67,Moderate,Moderate,False
S28013,9.3,62.8,66.2,Bachelor,Male,2.0,Grade 10,15,England,53.8,Low,Moderate,False
S28014,-0.9,59.4,73.7,Bachelor,Female,2.0,Grade 10,15,Germany,54.49,Low,Moderate,False
S28015,10.1,77.3,94.1,Master,Male,1.0,Grade 11,16,France,72.25999999999999,Low,High,False
S28016,15.9,44.7,50.4,Doctorate,Male,1.0,Grade 12,17,Germany,41.79,Low,Low,True
S28017,10.0,70.7,27.350000000000016,Bachelor,Male,1.0,Grade 11,16,Germany,36.885000000000005,Low,Moderate,True
S28018,10.6,82.6,66.4,Associate,Female,1.0,Grade 12,17,France,60.1,Low,High,False
S28019,7.1,60.5,75.4,Associate,Male,1.0,Grade 10,15,Spain,57.27,Low,Moderate,False
S28020,10.0,75.8,52.2,Bachelor,Female,5.0,Grade 10,15,France,50.84,High,High,False
S28021,7.2,80.3,72.7,Master,Male,3.0,Grade 12,17,France,61.879999999999995,Moderate,High,False
S28022,17.6,39.8,84.6,Associate,Female,1.0,Grade 11,16,Germany,57.76,Low,Low,False
S28023,10.0,79.1,38.6,Associate,Female,1.0,Grade 11,16,Spain,45.03,Low,High,True
S28024,13.9,65.8,49.8,Master,Male,0.0,Grade 11,16,England,47.42,Low,Moderate,True
S28025,11.3,111.9,70.6,Master,Male,5.0,Grade 11,16,Spain,71.13000000000001,High,High,False
S28026,9.3,79.0,50.4,Master,Male,0.0,Grade 10,15,France,50.76,Low,High,False
S28027,6.0,56.6,65.2,Bachelor,Male,4.0,Grade 10,14,England,50.78,Moderate,Moderate,False
S28028,11.6,38.7,70.1,Bachelor,Male,5.0,Grade 12,17,Germany,48.98,High,Low,True
S28029,7.8,74.0,47.2,Bachelor,Male,1.0,Grade 11,15,Germany,47.36,Low,Moderate,True
S28030,6.6,101.1,36.7,Master,Female,1.0,Grade 11,16,Germany,50.0,Low,High,False
S28031,17.4,62.9,57.5,High School,Male,2.0,Grade 10,15,Germany,51.099999999999994,Low,Moderate,False
S28032,12.7,81.3,68.9,Associate,Female,1.0,Grade 11,16,Germany,61.38,Low,High,False
S28033,13.2,89.8,76.4,Master,Female,1.0,Grade 11,16,France,67.78,Low,High,False
S28034,8.0,88.8,45.8,High School,Male,3.0,Grade 11,16,France,51.13999999999999,Moderate,High,False
S28035,9.1,74.9,51.6,Bachelor,Female,1.0,Grade 12,17,Germany,50.09,Low,Moderate,False
S28036,8.8,61.8,76.3,Bachelor,Female,2.0,Grade 11,16,Spain,58.449999999999996,Low,Moderate,False
S28037,11.7,69.8,47.0,Doctorate,Female,0.0,Grade 12,17,Germany,46.78,Low,Moderate,True
S28038,13.2,53.6,50.5,Bachelor,Male,1.0,Grade 11,16,England,43.97,Low,Moderate,True
S28039,9.8,56.1,86.6,Master,Female,4.0,Grade 10,15,France,62.089999999999996,Moderate,Moderate,False
S28040,6.0,94.8,58.5,Bachelor,Male,1.0,Grade 10,15,England,58.89,Low,High,False
S28041,13.8,81.7,47.7,Bachelor,Male,1.0,Grade 12,17,England,51.12,Low,High,False
S28042,10.2,80.8,67.1,Associate,Male,1.0,Grade 11,16,Germany,59.82999999999999,Low,High,False
S28043,2.8,60.7,74.0,Master,Male,1.0,Grade 11,16,England,55.77,Low,Moderate,False
S28044,-0.7,98.9,71.9,Bachelor,Male,4.0,Grade 12,17,France,65.48,Moderate,High,False
S28045,11.5,70.4,63.4,High School,Male,4.0,Grade 10,15,England,55.12,Moderate,Moderate,False
S28046,5.9,77.6,53.0,Doctorate,Male,1.0,Grade 11,16,England,50.96,Low,High,False
S28047,12.2,98.3,89.5,High School,Male,2.0,Grade 11,16,Germany,76.67999999999999,Low,High,False
S28048,10.0,60.5,80.5,Doctorate,Female,3.0,Grade 11,16,France,60.4,Moderate,Moderate,False
S28049,10.7,62.3,55.3,Bachelor,Female,4.0,Grade 10,15,Portugal,48.48,Moderate,Moderate,True
S28050,8.1,95.7,64.8,Doctorate,Male,3.0,Grade 11,16,France,62.73,Moderate,High,False
S28051,18.8,91.3,52.6,High School,Male,1.0,Grade 12,16,France,57.449999999999996,Low,High,False
S28052,14.8,81.9,67.8,Doctorate,Male,1.0,Grade 11,16,Germany,61.43,Low,High,False
S28053,16.7,31.4,67.1,Associate,Female,1.0,Grade 11,16,England,46.31,Low,Low,True
S28054,10.1,100.6,65.2,High School,Male,0.0,Grade 11,16,France,64.8,Low,High,False
S28055,14.1,62.8,86.6,High School,Male,2.0,Grade 11,16,Portugal,64.96000000000001,Low,Moderate,False
S28056,10.5,63.4,75.8,Bachelor,Female,1.0,Grade 10,15,Germany,59.02,Low,Moderate,False
S28057,17.3,71.0,53.2,Doctorate,Female,5.0,Grade 11,15,Spain,51.36000000000001,High,Moderate,False
S28058,9.6,51.0,48.6,Bachelor,Male,1.0,Grade 12,16,France,41.52,Low,Moderate,True
S28059,3.0,99.4,69.2,Doctorate,Male,5.0,Grade 11,16,France,65.02,High,High,False
S28060,0.0,78.4,75.6,Associate,Female,1.0,Grade 12,17,France,61.31999999999999,Low,High,False
S28061,18.3,89.0,97.9,Doctorate,Female,3.0,Grade 10,15,Spain,79.31,Moderate,High,False
S28062,12.4,59.5,44.9,Master,Male,0.0,Grade 10,15,England,42.78,Low,Moderate,True
S28063,12.7,75.3,78.1,Master,Male,1.0,Grade 12,17,France,64.18,Low,High,False
S28064,17.4,103.5,57.5,Doctorate,Male,1.0,Grade 10,15,Spain,63.279999999999994,Low,High,False
S28065,1.7,49.5,91.4,Master,Male,2.0,Grade 11,16,Spain,60.89000000000001,Low,Low,False
S28066,10.0,52.5,59.5,Doctorate,Male,2.0,Grade 11,16,Germany,47.5,Low,Moderate,True
S28067,8.8,58.9,82.7,Master,Male,2.0,Grade 10,15,Portugal,60.779999999999994,Low,Moderate,False
S28068,13.7,93.5,102.7,High School,Male,4.0,Grade 11,16,England,82.14,Moderate,High,False
S28069,6.5,78.6,72.3,Doctorate,Male,4.0,Grade 11,16,Germany,61.029999999999994,Moderate,High,False
S28070,4.0,73.7,53.7,High School,Female,3.0,Grade 11,16,Germany,49.76,Moderate,Moderate,True
S28071,3.9,82.3,56.0,Bachelor,Male,4.0,Grade 11,16,England,53.47,Moderate,High,False
S28072,15.7,113.6,50.7,High School,Male,1.0,Grade 11,16,France,62.57,Low,High,False
S28073,6.3,40.1,55.1,Associate,Male,5.0,Grade 11,16,France,40.839999999999996,High,Low,True
S28074,7.2,68.8,54.3,High School,Female,0.0,Grade 11,16,France,49.22999999999999,Low,Moderate,True
S28075,10.0,24.149999999999984,101.2,Bachelor,Female,3.0,Grade 12,17,Germany,59.845,Moderate,Low,False
S28076,6.5,85.1,53.4,Associate,Male,5.0,Grade 12,17,England,53.529999999999994,High,High,False
S28077,1.5,96.7,67.2,Master,Male,0.0,Grade 11,16,Spain,62.91,Low,High,False
S28078,2.1,68.9,71.5,High School,Male,5.0,Grade 12,17,Germany,56.84,High,Moderate,False
S28079,9.7,88.1,71.0,Associate,Female,4.0,Grade 11,16,Portugal,63.86999999999999,Moderate,High,False
S28080,12.5,44.3,92.3,Master,Male,1.0,Grade 11,16,Germany,61.94,Low,Low,False
S28081,9.0,84.6,65.2,High School,Male,5.0,Grade 11,16,Germany,59.78,High,High,False
S28082,12.2,124.1,45.7,Associate,Male,0.0,Grade 10,15,Portugal,62.519999999999996,Low,High,False
S28083,1.9,67.4,51.2,Associate,Male,0.0,Grade 12,17,England,46.20000000000001,Low,Moderate,True
S28084,2.3,83.3,86.5,Master,Male,5.0,Grade 11,17,England,68.69999999999999,High,High,False
S28085,21.3,63.2,73.1,Doctorate,Female,0.0,Grade 12,17,England,59.769999999999996,Low,Moderate,False
S28086,16.2,78.5,94.5,Master,Male,5.0,Grade 11,16,Spain,74.03999999999999,High,High,False
S28087,13.8,97.2,36.3,Associate,Male,1.0,Grade 10,15,France,50.07,Low,High,False
S28088,6.7,87.0,74.1,High School,Female,3.0,Grade 12,17,France,64.49,Moderate,High,False
S28089,8.8,73.0,71.9,Doctorate,Male,0.0,Grade 12,17,Germany,59.61,Low,Moderate,False
S28090,10.0,72.6,102.94999999999999,High School,Female,1.0,Grade 12,17,Germany,75.255,Low,Moderate,False
S28091,16.6,75.3,71.7,High School,Male,1.0,Grade 10,15,Germany,61.76,Low,High,False
S28092,12.0,95.4,72.4,Doctorate,Male,4.0,Grade 11,16,France,67.22000000000001,Moderate,High,False
S28093,12.6,90.0,55.3,Doctorate,Male,2.0,Grade 11,16,Portugal,57.17,Low,High,False
S28094,9.2,49.9,72.9,Doctorate,Male,1.0,Grade 12,17,England,53.260000000000005,Low,Low,False
S28095,14.0,78.5,48.6,Associate,Male,2.0,Grade 11,16,Portugal,50.65,Low,High,False
S28096,11.5,75.3,65.2,Associate,Female,4.0,Grade 12,18,England,57.489999999999995,Moderate,High,False
S28097,10.2,65.9,82.8,Associate,Male,1.0,Grade 12,17,England,63.21,Low,Moderate,False
S28098,6.3,91.2,52.5,Master,Female,1.0,Grade 11,16,Germany,54.87,Low,High,False
S28099,9.4,94.8,78.9,Doctorate,Male,0.0,Grade 10,15,France,69.77,Low,High,False
S28100,4.6,89.2,43.1,Doctorate,Female,2.0,Grade 12,17,Germany,49.230000000000004,Low,High,True
S28101,9.8,69.6,66.8,Doctorate,Male,3.0,Grade 10,15,Germany,56.24,Moderate,Moderate,False
S28102,10.4,84.2,65.7,High School,Female,4.0,Grade 10,14,France,60.19,Moderate,High,False
S28103,-2.0,59.5,59.7,Doctorate,Male,5.0,Grade 12,16,France,47.300000000000004,High,Moderate,True
S28104,8.8,90.1,59.4,Bachelor,Male,1.0,Grade 10,15,England,58.489999999999995,Low,High,False
S28105,10.0,74.6,89.7,Bachelor,Male,0.0,Grade 10,15,France,69.23,Low,Moderate,False
S28106,12.5,65.5,27.350000000000016,Bachelor,Male,0.0,Grade 11,16,England,35.825,Low,Moderate,True
S28107,13.2,60.4,88.3,Doctorate,Female,4.0,Grade 11,16,Portugal,64.91,Moderate,Moderate,False
S28108,7.9,88.6,45.4,Master,Female,1.0,Grade 11,17,Spain,50.86,Low,High,False
S28109,10.0,72.3,90.6,Associate,Female,1.0,Grade 12,17,Germany,68.99,Low,Moderate,False
S28110,13.0,65.2,80.2,High School,Female,0.0,Grade 11,16,Germany,62.26,Low,Moderate,False
S28111,8.9,65.1,71.0,Bachelor,Female,0.0,Grade 11,16,Germany,56.81,Low,Moderate,False
S28112,17.7,50.1,83.2,Bachelor,Male,1.0,Grade 10,15,England,60.17,Low,Moderate,False
S28113,6.4,78.3,57.9,High School,Male,0.0,Grade 11,17,Spain,53.72,Low,High,False
S28114,17.4,80.7,65.2,High School,Male,0.0,Grade 12,16,Germany,60.29,Low,High,False
S28115,8.9,45.4,63.1,Associate,Male,1.0,Grade 11,16,England,46.95,Low,Low,True
S28116,5.8,53.5,69.8,Master,Male,3.0,Grade 12,17,Spain,52.11,Moderate,Moderate,False
S28117,8.2,42.0,77.9,Associate,Male,1.0,Grade 11,16,Spain,53.190000000000005,Low,Low,False
S28118,4.5,99.1,74.0,Bachelor,Male,2.0,Grade 11,16,England,67.63,Low,High,False
S28119,13.9,87.4,59.2,Bachelor,Male,0.0,Grade 11,15,England,58.60000000000001,Low,High,False
S28120,2.0,97.1,66.5,Bachelor,Male,5.0,Grade 10,15,England,62.779999999999994,High,High,False
S28121,16.9,107.4,63.1,High School,Female,1.0,Grade 10,15,Spain,67.14999999999999,Low,High,False
S28122,5.3,83.8,65.2,Master,Male,3.0,Grade 11,16,Spain,58.8,Moderate,High,False
S28123,14.2,73.8,80.7,High School,Male,3.0,Grade 11,16,Germany,65.33,Moderate,Moderate,False
S28124,10.1,78.9,84.7,High School,Male,1.0,Grade 12,17,France,68.04,Low,High,False
S28125,11.4,75.3,100.5,Bachelor,Male,2.0,Grade 11,16,England,75.12,Low,High,False
S28126,7.0,75.3,54.1,Doctorate,Male,2.0,Grade 11,16,Germany,51.04,Low,High,False
S28127,11.8,66.6,81.2,Associate,Male,1.0,Grade 11,15,Germany,62.94,Low,Moderate,False
S28128,10.7,70.0,70.7,Doctorate,Male,3.0,Grade 12,17,Germany,58.49,Moderate,Moderate,False
S28129,2.7,41.8,61.0,Bachelor,Male,2.0,Grade 11,16,England,43.58,Low,Low,True
S28130,5.2,50.3,78.2,High School,Male,1.0,Grade 11,15,Spain,55.23,Low,Moderate,False
S28131,7.3,49.6,65.9,Doctorate,Male,3.0,Grade 11,16,France,49.29,Moderate,Low,True
S28132,6.2,48.8,63.7,Bachelor,Female,0.0,Grade 10,15,France,47.730000000000004,Low,Low,True
S28133,10.0,87.7,64.2,High School,Male,2.0,Grade 11,17,Germany,60.41,Low,High,False
S28134,10.0,68.3,54.5,High School,Male,0.0,Grade 11,17,England,49.739999999999995,Low,Moderate,True
S28135,6.1,71.1,84.0,High School,Male,5.0,Grade 10,15,England,64.55,High,Moderate,False
S28136,7.5,82.7,65.2,Associate,Male,3.0,Grade 12,17,England,58.91,Moderate,High,False
S28137,7.5,75.3,76.8,Associate,Male,5.0,Grade 10,15,Germany,62.489999999999995,High,High,False
S28138,8.6,84.1,89.1,High School,Female,4.0,Grade 12,17,France,71.5,Moderate,High,False
S28139,4.6,107.8,51.6,Doctorate,Male,5.0,Grade 12,17,Spain,59.06,High,High,False
S28140,5.9,75.8,102.5,Bachelor,Female,2.0,Grade 10,15,Spain,75.17,Low,High,False
S28141,13.8,78.9,66.5,High School,Male,5.0,Grade 10,16,France,59.68,High,High,False
S28142,10.9,62.9,71.6,Associate,Female,3.0,Grade 11,16,Spain,56.849999999999994,Moderate,Moderate,False
S28143,9.2,37.1,76.9,Master,Female,1.0,Grade 12,17,Spain,51.42,Low,Low,False
S28144,10.0,76.6,51.6,Bachelor,Male,0.0,Grade 10,15,England,50.78,Low,High,False
S28145,9.8,92.3,53.0,Associate,Male,2.0,Grade 11,16,Spain,56.15,Low,High,False
S28146,9.0,60.2,61.2,High School,Male,2.0,Grade 11,16,France,50.459999999999994,Low,Moderate,False
S28147,12.6,64.8,66.9,Associate,Male,1.0,Grade 11,17,Spain,55.410000000000004,Low,Moderate,False
S28148,12.2,94.2,52.9,Master,Male,2.0,Grade 10,15,Germany,57.15,Low,High,False
S28149,2.1,74.0,44.3,Bachelor,Male,3.0,Grade 11,16,England,44.769999999999996,Moderate,Moderate,True
S28150,9.3,56.5,82.3,Doctorate,Male,0.0,Grade 12,17,England,59.959999999999994,Low,Moderate,False
S28151,2.5,55.8,48.6,Doctorate,Male,0.0,Grade 11,16,France,41.54,Low,Moderate,True
S28152,13.2,88.1,78.7,Associate,Male,0.0,Grade 11,16,Germany,68.42,Low,High,False
S28153,10.0,72.4,47.1,Bachelor,Male,1.0,Grade 12,17,England,47.27,Low,Moderate,True
S28154,6.9,72.1,65.2,Master,Male,1.0,Grade 12,18,England,55.61000000000001,Low,Moderate,False
S28155,9.4,47.4,62.4,Associate,Male,4.0,Grade 12,17,England,47.300000000000004,Moderate,Low,True
S28156,-0.6,84.5,99.3,High School,Female,3.0,Grade 11,16,England,74.88,Moderate,High,False
S28157,14.9,95.6,67.9,Bachelor,Female,2.0,Grade 11,16,France,65.61,Low,High,False
S28158,13.5,67.8,69.0,Master,Male,2.0,Grade 11,16,Spain,57.540000000000006,Low,Moderate,False
S28159,15.8,83.2,62.9,Master,Male,2.0,Grade 10,15,Portugal,59.56999999999999,Low,High,False
